Role Track Example Name,Assumed Lv,Question Set,Question ID,Question Type
Bioprocess Engineer,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,6,Behavioral ​
Bioprocess Engineer,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,7,Behavioral ​
Bioprocess Engineer,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,8,Specific
Bioprocess Engineer,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,9,Specific
Bioprocess Engineer,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,10,Situational​
Clinical Research Associate,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,1,Behavioral ​
Clinical Research Associate,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,2,Behavioral ​
Clinical Research Associate,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,3,Specific
Clinical Research Associate,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,4,Specific
Clinical Research Associate,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,5,Situational​
Clinical Research Associate,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,6,Behavioral ​
Clinical Research Associate,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,7,Behavioral ​
Clinical Research Associate,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,8,Specific
Clinical Research Associate,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,9,Specific
Clinical Research Associate,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,10,Situational​
Medical Doctor,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,1,Behavioral ​
Medical Doctor,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,2,Behavioral ​
Medical Doctor,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,3,Specific
Medical Doctor,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,4,Specific
Medical Doctor,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,5,Situational​
Medical Doctor,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,6,Behavioral ​
Medical Doctor,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,7,Behavioral ​
Medical Doctor,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,8,Specific
Medical Doctor,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,9,Specific
Medical Doctor,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,10,Situational​
Registered Nurse,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,1,Behavioral ​
Registered Nurse,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,2,Behavioral ​
Registered Nurse,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,3,Specific
Registered Nurse,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,4,Specific
Registered Nurse,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,5,Situational​
Registered Nurse,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,6,Behavioral ​
Registered Nurse,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,7,Behavioral ​
Registered Nurse,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,8,Specific
Registered Nurse,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,9,Specific
Registered Nurse,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,10,Situational​
Marketing Specialist,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,1,Behavioral ​
Marketing Specialist,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,2,Behavioral ​
Marketing Specialist,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,3,Specific
Marketing Specialist,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,4,Specific
Marketing Specialist,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,5,Situational​
Marketing Specialist,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,6,Behavioral ​
Marketing Specialist,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,7,Behavioral ​
Marketing Specialist,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,8,Specific
Marketing Specialist,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,9,Specific
Marketing Specialist,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,10,Situational​
New Reporter,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,1,Behavioral ​
New Reporter,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,2,Behavioral ​
New Reporter,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,3,Specific
New Reporter,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,4,Specific
New Reporter,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,5,Situational​
New Reporter,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,6,Behavioral ​
New Reporter,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,7,Behavioral ​
New Reporter,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,8,Specific
New Reporter,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,9,Specific
New Reporter,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,10,Situational​
Graphic Designer,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,1,Behavioral ​
Graphic Designer,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,2,Behavioral ​
Graphic Designer,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,3,Specific
Graphic Designer,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,4,Specific
Graphic Designer,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,5,Situational​
Graphic Designer,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,6,Behavioral ​
Graphic Designer,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,7,Behavioral ​
Graphic Designer,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,8,Specific
Graphic Designer,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,9,Specific
Graphic Designer,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,10,Situational​
Corporate Recruiter,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,1,Behavioral ​
Corporate Recruiter,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,2,Behavioral ​
Corporate Recruiter,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,3,Specific
Corporate Recruiter,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,4,Specific
Corporate Recruiter,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,5,Situational​
Corporate Recruiter,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,6,Behavioral ​
Corporate Recruiter,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,7,Behavioral ​
Corporate Recruiter,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,8,Specific
Corporate Recruiter,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,9,Specific
Corporate Recruiter,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,10,Situational​
Logistics Coordinator,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,1,Behavioral ​
Logistics Coordinator,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,2,Behavioral ​
Logistics Coordinator,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,3,Specific
Logistics Coordinator,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,4,Specific
Logistics Coordinator,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,5,Situational​
Logistics Coordinator,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,6,Behavioral ​
Logistics Coordinator,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,7,Behavioral ​
Logistics Coordinator,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,8,Specific
Logistics Coordinator,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,9,Specific
Logistics Coordinator,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,10,Situational​
Environmental Sustainability Analyst,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,1,Behavioral ​
Environmental Sustainability Analyst,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,2,Behavioral ​
Environmental Sustainability Analyst,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,3,Specific
Environmental Sustainability Analyst,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,4,Specific
Environmental Sustainability Analyst,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,5,Situational​
Environmental Sustainability Analyst,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,6,Behavioral ​
Environmental Sustainability Analyst,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,7,Behavioral ​
Environmental Sustainability Analyst,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,8,Specific
Environmental Sustainability Analyst,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,9,Specific
Environmental Sustainability Analyst,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,10,Situational​
Teacher,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,1,Behavioral ​
Teacher,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,2,Behavioral ​
Teacher,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,3,Specific
Teacher,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,4,Specific
Teacher,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,5,Situational​
Teacher,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,6,Behavioral ​
Teacher,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,7,Behavioral ​
Teacher,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,8,Specific
Teacher,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,9,Specific
Teacher,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,10,Situational​
UX/UI Designer,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,1,Behavioral ​
UX/UI Designer,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,2,Behavioral ​
UX/UI Designer,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,3,Specific
UX/UI Designer,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,4,Specific
UX/UI Designer,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",A,5,Situational​
UX/UI Designer,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,6,Behavioral ​
UX/UI Designer,"Junior
0 to 2 years of experience or fresh graduate
Understands fundamental concepts relevant to the role and basic professional practices
Has completed academic projects, internships, or collaborated with team members or stakeholders
Not expected to independently own high-level strategy or lead large-scale initiatives end-to-end",B,7,Behavioral ​
